Date,AAPL,MSFT,GOOGL,JPM,XOM,JNJ,AMZN,BRK-B
2021-05-14,52450390,71313452,66587598,16977165,16368240,34971189,41206310,22752485
2021-05-17,44992671,43963091,40054520,35331168,20771712,64568773,16136045,24271569
2021-05-18,38853258,29912584,79714826,69089302,20202662,49935626,77444311,71570379
2021-05-19,47469247,46012518,27215841,64825812,43104220,67656610,60840013,74393845
2021-05-20,74171413,72915139,44697894,40156918,26737018,53994051,22868654,68975258
2021-05-21,28689493,32449202,24939139,68934667,64465644,37806266,57302180,43914687
2021-05-24,16265898,59277522,52250890,39518584,78871682,60305353,33901636,62443886
2021-05-25,30918424,64388645,27664860,23059777,58877102,22405106,63299132,38026176
2021-05-26,50674971,76742042,63489153,42205260,50545956,77972764,27342836,32096078
2021-05-27,66212060,57080940,43599292,59674685,72888734,78668517,45305879,35778094
2021-05-28,54501580,78234218,79563215,78981306,56381759,47729728,39706657,38574490
2021-05-31,51785617,78414924,33392486,35987779,20168394,61818279,51037489,30253967
2021-06-01,75961537,22845772,32866316,38352915,68895381,30153543,79707166,73314516
2021-06-02,43899868,58227323,21445860,32966513,55240721,30935736,15802717,28702784
2021-06-03,72651412,23048056,75927568,70703922,78174271,26423333,77490811,38927900
2021-06-04,46052238,29136405,62332756,16013295,74345378,46088464,57161015,39084930
2021-06-07,74038131,60762011,54480235,22661434,30863045,64176146,42784447,27825995
2021-06-08,37700314,38767091,19675195,68649485,67468802,27065470,53821448,49473851
2021-06-09,66559985,47983150,45576146,70848477,23644157,54230880,70503834,21628251
2021-06-10,59609118,48204148,23131526,30983239,78895684,46480974,68908379,47951846
2021-06-11,32262030,41668885,40734757,24480331,58734664,58275500,71123241,25492836
2021-06-14,40137138,74233322,15384903,44434408,78397403,28549854,75257049,52042654
2021-06-15,58169174,52562578,72941068,45585829,32152210,20798164,59583441,63136507
2021-06-16,69022231,46281095,77789860,23757529,67034523,65919810,79127651,76657758
2021-06-17,76240363,17361331,48266625,41836529,55491724,68575037,18426695,50001017
2021-06-18,75350924,32935559,74501864,73156289,47981244,56525697,25823313,43570592
2021-06-21,45779669,59474153,62271421,50252022,35926501,68143842,39712659,66168608
2021-06-22,62189674,49095961,41331850,63624999,39149034,19893864,50755833,40545471
2021-06-23,50154340,76394671,33545623,67505015,56362036,61160314,24463036,36038318
2021-06-24,67496060,19348530,73437573,71211725,46755668,59968591,39154783,67438119
2021-06-25,53864224,56837593,54076412,49960517,33555866,20936311,52231452,18552138
2021-06-28,50908279,20156758,22249433,68750505,22407293,73379308,66879472,74132781
2021-06-29,26018754,46949098,70457350,31739967,26814957,65747122,18304623,46646748
2021-06-30,17892478,67485196,29659576,39391783,51353477,73284858,30309265,28332568
2021-07-01,67315765,58484059,16540710,26014909,23292005,39868785,69317894,54086454
2021-07-02,25831890,40284744,51900818,75749918,44630768,51757460,20492288,48557900
2021-07-05,62005718,48960979,71115525,29942032,24557706,36033435,54853019,72783858
2021-07-06,20949852,63429495,72003676,75476120,78320046,24576700,66070240,77009707
2021-07-07,15029725,58602130,77143338,40462332,76548776,68028235,31540721,22753653
2021-07-08,74905830,33434799,44278566,19538847,42545844,75369184,62845379,64952914
2021-07-09,78019115,65394662,64123009,58481867,21584016,17082003,52144182,34665209
2021-07-12,63495982,43875186,71792850,41987760,62745783,40232359,39542035,15066083
2021-07-13,24184536,47051979,75287299,17611212,19668710,27062384,74275124,24671451
2021-07-14,62766655,38254222,19294329,50875986,16649478,24277755,51290035,71708547
2021-07-15,66219684,71242142,22750981,19761515,58085182,25349107,65327203,40975682
2021-07-16,31413806,33012598,49754160,64159919,79215197,24917877,62280120,40011705
2021-07-19,34748999,79384973,66875640,26721304,48234324,35866470,42344094,26326949
2021-07-20,51217193,20228298,76001892,44861982,54732224,76002984,50153765,44505636
2021-07-21,62963321,69864537,50513916,62533882,43438744,16179568,16900187,62988842
2021-07-22,55078991,76912105,27772955,40082148,22883679,20679226,23345474,71091480
2021-07-23,78897159,47502170,29588701,68119000,19596218,57117993,63219397,36547944
2021-07-26,67844672,60825546,59886470,24770488,37221560,20829567,70074476,49763042
2021-07-27,46512427,59362533,60154248,20371045,54545735,60518435,44254166,42759964
2021-07-28,48121540,47590433,49321560,26764650,53705732,51096213,71908678,55268392
2021-07-29,42705858,74077034,53063840,17498544,27002333,76564825,67211063,31013020
2021-07-30,46932864,41463506,67663422,40461497,47025202,18470150,56587772,26680331
2021-08-02,67729731,22775679,15434368,76485709,51817415,50240582,57026339,44295842
2021-08-03,38313511,51686725,26954802,49080389,39684400,22238599,70951168,29867027
2021-08-04,42719138,24929645,42086597,30703000,77746898,23030013,58860613,39523728
2021-08-05,61683359,35809587,31370193,75509974,27620267,70278297,79413719,35961268
2021-08-06,35686655,61797541,54631881,71478333,58029306,54465751,42956516,64088075
2021-08-09,28726569,67934000,34611739,63541499,18576758,21287399,41874412,21037240
2021-08-10,20627745,33309033,16167498,77446058,18832733,24313007,55442546,31418558
2021-08-11,18911146,72099483,40682400,28289355,49294606,70405899,31093539,66698737
2021-08-12,75361176,46397440,35568512,77823564,15203811,74820974,46938519,66708771
2021-08-13,50261449,50569506,41654028,52244771,33406710,64787527,23516453,45243785
2021-08-16,49243988,71046823,79269156,50882086,36150763,56283765,29556076,26520721
2021-08-17,76509503,73077511,47338259,79744673,24983130,70456008,77829118,61444701
2021-08-18,26245869,36497274,72352128,73201989,63751692,62278850,78623196,52847367
2021-08-19,43391654,60905971,51488243,63755262,20762637,42180725,33561380,19722408
2021-08-20,39065754,64270645,52387970,27556581,64522276,27680724,42902316,60973362
2021-08-23,17253722,27928942,62270353,15301951,61415285,75982110,74902559,73625100
2021-08-24,16649729,38396727,59113896,44750577,43108207,35517295,76268376,32087198
2021-08-25,64970088,67134150,57474189,27571901,77246429,67035502,24018633,33078328
2021-08-26,16116271,16462538,32015582,15312499,22045158,37294487,60581602,55105413
2021-08-27,25916876,21379878,44684186,57438695,54811310,66659971,20421622,37687029
2021-08-30,46978888,71077628,45472592,16686279,54111692,32927891,35059288,50563846
2021-08-31,46574515,67358467,41031542,27496572,65862201,78615484,52617882,38808507
2021-09-01,51653987,25463128,21877037,78185415,71094863,22844286,18766444,22405396
2021-09-02,37461013,70541643,36185116,76273703,18795627,23126991,48854047,76223781
2021-09-03,33458857,76152921,23457123,45416608,49806214,67354249,45457466,36767274
2021-09-06,62204953,35711269,23805348,18734049,33844015,78114090,76756427,52343472
2021-09-07,65848057,56187181,42532185,39873195,64234678,29948057,55011267,22604658
2021-09-08,32443381,54418507,39810292,54670222,74166966,28596252,72396585,79785435
2021-09-09,34565579,78872938,62350357,63354531,46841178,18370116,26481945,52481151
2021-09-10,63785616,32509938,75614140,79708283,28552684,24225354,57616386,30445240
2021-09-13,62380429,36857908,66272856,37206264,76850364,69702748,57289808,53106836
2021-09-14,79341005,75511652,69714881,33047458,16730934,60837804,15332744,54691796
2021-09-15,36253537,37802477,77002678,23096173,70665954,44639502,42112924,16256919
2021-09-16,52264820,73576692,34744597,46722517,60052110,19024389,15642624,41728090
2021-09-17,51789624,29058071,76058948,71910166,58970459,34209007,35431953,23205850
2021-09-20,42933715,24589455,25448643,43253223,33233314,51015118,64600104,50658316
2021-09-21,76983306,57977144,68446307,17290860,63746429,60524714,36976756,36737884
2021-09-22,41906511,42616524,41829829,34588534,43489969,42217107,18288403,50887014
2021-09-23,50489522,18875416,55858099,66520690,68620333,29247713,30010232,42509304
2021-09-24,74465438,36815676,46413908,16173077,43945521,72523259,24527912,29714486
2021-09-27,52491702,77738549,71869580,70310468,61967602,29945531,20009633,40133019
2021-09-28,21739013,41381877,64231332,53365534,43891437,64676733,26159922,55447140
2021-09-29,22089975,28860792,70939062,26628044,69402323,16917953,48701915,39173532
2021-09-30,23805586,72649267,75127832,63856603,23485983,55511211,75877807,36624383
2021-10-01,66364964,31268917,71427161,57973689,50374373,24356623,17323426,77401583
2021-10-04,53373507,28398275,27410534,77101587,52503676,78954962,50102735,66056277
2021-10-05,59564078,37815818,40188819,68359584,35274535,32684449,52809428,77781923
2021-10-06,62719804,52656031,78793312,53309327,30208735,27050992,63161100,43822685
2021-10-07,26768963,41859824,16653005,49106173,67521113,57613837,25105314,57375835
2021-10-08,29263315,33167814,71575031,64797980,43083769,79897495,21364969,43516502
2021-10-11,78457161,19546925,41878179,74615574,57023334,66462171,17003509,25823904
2021-10-12,63085527,59512889,65772816,37867223,39702867,30196719,55336671,62052035
2021-10-13,75490741,40897482,40855021,66055457,75912465,46337055,45795889,74948418
2021-10-14,79078050,60739355,30799439,24960710,17248753,73592420,79415781,73503423
2021-10-15,70073945,70211445,71278765,48711269,27248270,21091209,63435653,31787516
2021-10-18,18868452,30448040,74219727,62581476,29375475,27575664,28520753,27123999
2021-10-19,44171429,18775702,71406647,15519676,32161045,71217452,53103781,76638403
2021-10-20,42366868,52644716,36726547,58738691,44334386,71898735,46150245,58433792
2021-10-21,23074037,62555350,20280156,62148257,55991381,68816904,74488949,40811339
2021-10-22,49867175,38547377,62744731,33388137,75262964,29168931,45564283,45487948
2021-10-25,42906918,42565595,30925767,79881237,38361748,58265015,78498444,57333345
2021-10-26,28822356,21898410,42579735,48219204,42241537,24033756,42333485,25348923
2021-10-27,72751753,17455918,28072770,62804863,44875431,34793851,30212788,58675066
2021-10-28,58870245,23053048,43814808,69795241,37284148,30067804,61147430,77504959
2021-10-29,60677485,27194329,40176338,55471382,66354410,43726073,20195084,35947292
2021-11-01,65435843,29042008,33921824,30915509,55352593,76416239,42616174,77930888
2021-11-02,55562875,73424860,42270209,77694139,62609494,43346646,77279051,15419870
2021-11-03,70608376,63018898,37283342,34471886,32331916,49507034,43089140,36633094
2021-11-04,69432684,76086560,76932117,31650974,63100671,54017950,45275488,64471884
2021-11-05,78847443,40476259,51484731,72302394,56764606,45835690,19053915,28565365
2021-11-08,65260240,57101517,22818441,70991496,36225448,20776902,60345912,34830785
2021-11-09,58281526,39365389,70422929,74876970,41426504,50953333,50878146,54742368
2021-11-10,78941190,76115938,15628373,65014457,44363056,16172685,72673425,28404721
2021-11-11,67496899,22955229,32410605,19161460,66183238,47009449,40964953,29836870
2021-11-12,58420892,79115035,64682544,57679704,49764712,25680233,57428725,61489745
2021-11-15,22303693,72442576,23379482,55956504,31809525,27483017,51704039,35465842
2021-11-16,34992066,69062018,16157260,37653052,61933056,20807290,15216769,43238087
2021-11-17,25108631,76158095,24764128,44034608,31817665,46176619,26159619,74192630
2021-11-18,59613348,35465389,39639364,74225044,62142019,42036129,43006513,23548555
2021-11-19,22983439,62152541,30299289,16506440,45173517,33985881,64973467,60143850
2021-11-22,43727993,30239667,54786906,23181494,58683871,30713686,69413531,74267770
2021-11-23,77747702,58289692,68686648,79019951,47838499,56979720,67241880,51465693
2021-11-24,74206531,72037484,18581311,52965477,21908801,38152124,52075673,54987258
2021-11-25,40464695,39787022,37935373,30841429,39870759,59091236,73010348,16346568
2021-11-26,56822973,77648941,35561047,33254698,43683761,24402887,58342766,28206491
2021-11-29,24546263,50534839,47726850,26229526,34379442,49253876,32600897,35309315
2021-11-30,34726497,21143192,53736622,45367664,47134335,48457549,63651561,32627302
2021-12-01,39133277,51832178,44487730,43107331,19793485,72816262,26502497,79767312
2021-12-02,49849361,15801125,60739326,26701980,33282131,59392838,26767036,15678794
2021-12-03,51059026,67718185,75681584,74953934,76629016,55392328,63525716,59146042
2021-12-06,33020510,34775994,77809693,55175936,19868073,65940674,38794155,65117505
2021-12-07,46386811,29775854,43735023,29400309,47237104,32983309,24077092,27577558
2021-12-08,68899323,45293172,27079806,21528925,22134855,37752144,26156907,66316414
2021-12-09,56266066,34470911,49904525,48190419,29156763,20707249,73511574,37079729
2021-12-10,74617072,33545909,72976843,66457312,37992062,30074475,78262688,28156117
2021-12-13,64351998,47678131,23582299,46987176,35121517,41318933,28702523,32643452
2021-12-14,77527341,42156985,29958251,42253227,38305364,64998381,74772673,60790873
2021-12-15,50969234,77583205,77304732,17667107,38951958,30229785,41521434,56157515
2021-12-16,65147733,24698623,63466858,35502779,76891999,74643065,41604271,49432159
2021-12-17,48997463,20254230,29877072,22231445,24925127,70569563,15549690,16035016
2021-12-20,41256492,52411032,53030119,28510278,53123230,73910188,29406869,17811114
2021-12-21,64607755,27901865,24578672,71489351,16901412,54001997,53122593,53155716
2021-12-22,30663645,65433542,31387412,35157851,65448399,15048648,41171919,70992153
2021-12-23,71775993,49962709,26354168,68291180,65198311,59234354,37387603,24314502
2021-12-24,34567589,59476240,44908822,35927338,75474473,26762329,67101785,52778908
2021-12-27,43849268,21188753,43575571,56752776,23294682,71140929,65429455,35309024
2021-12-28,46632286,58547632,54309759,49660568,46505511,30975242,28392581,28863319
2021-12-29,69248291,61417064,58946186,49455927,58676008,57832976,64457132,24016408
2021-12-30,22061183,52122377,34369656,68452495,75059281,39771967,66867243,32473118
2021-12-31,35064274,52221001,47904824,25700361,68531682,38058209,71830486,23304860
2022-01-03,26592111,68560760,40645793,43143626,50870832,27878118,72016873,28679684
2022-01-04,75505772,49603398,46666377,25862366,49724147,67762577,66000868,22146789
2022-01-05,44324003,56375215,51046153,63918271,22882638,33848012,65946375,18564780
2022-01-06,70842141,30511932,32459562,75750859,39261566,50168900,75038021,43274570
2022-01-07,15290998,22875889,41170235,53685563,68380148,30969841,59377252,76756575
2022-01-10,19855920,61543589,39091077,77050270,79126810,47119318,44416563,24049919
2022-01-11,67159670,52771226,53549859,19474445,56178192,77946681,29778517,18423047
2022-01-12,21367712,57775347,78115479,47627122,43034663,61054775,39673797,76221651
2022-01-13,59991633,17089632,17931659,36946027,54336769,17746455,39362997,68585185
2022-01-14,66741502,22834112,64293866,18149407,20268848,79836508,27530719,64620846
2022-01-17,22997043,42006699,48753974,38556913,19069617,73136175,38589520,16923625
2022-01-18,15181360,19799412,58663382,69041972,71827934,56697390,20245733,24056135
2022-01-19,34221242,31090299,52038234,56100560,71483644,24413191,54397264,79168513
2022-01-20,34292635,42534241,75540089,38763874,69117055,71274073,61248228,78330836
2022-01-21,20532410,44361667,65227448,24371520,29914920,31131534,40213846,17224462
2022-01-24,19138286,60499011,72713388,22278492,48022184,41213944,22735984,49931708
2022-01-25,75011466,39506794,58893540,17544306,31096865,62354624,29975932,68423685
2022-01-26,78848248,60949429,36864581,49084415,20305377,51746395,28380784,32665796
2022-01-27,63268283,65209497,19084032,67655612,60618418,32958512,60945916,46165941
2022-01-28,26031669,65644227,49777477,65914435,36857206,70917885,57366540,19204789
2022-01-31,23333100,38584256,78562161,48577814,48169466,59547630,35029855,16414466
2022-02-01,21893728,61016582,56849877,78632143,37612738,67910317,29036350,71565482
2022-02-02,79416144,21355421,43070760,27192062,17133520,52423437,52177941,75544938
2022-02-03,68915845,33341041,67268631,79121675,52792845,42803753,63320190,76350498
2022-02-04,63006403,68850568,66736216,76269940,40115341,31592353,23796166,51151624
2022-02-07,65643603,35805820,66092604,54171924,66568941,47380602,45905237,32596962
2022-02-08,33904815,77198050,18554382,55901228,74694757,64653406,69198356,25215762
2022-02-09,42391022,45506503,22297881,53494992,40193250,55232645,57138373,57908842
2022-02-10,53488026,22433980,72454535,77504103,66235712,67855165,41473404,65089069
2022-02-11,75285326,33301847,43854322,75879244,20806191,59985008,18143053,38161825
2022-02-14,30697605,41357714,52912279,16342643,64667484,68907716,36366671,18121958
2022-02-15,43997166,76065507,31562351,58246649,22792515,48134366,78403778,71452105
2022-02-16,65153549,53778801,53120293,16930719,62341884,75818724,63145800,79793801
2022-02-17,70167099,76612787,15499964,46473572,65259808,32765710,27264494,66859347
2022-02-18,52937226,19961914,63288709,57854385,51164752,40225870,67374868,75603648
2022-02-21,39100710,42989802,17997493,56813582,27429979,51516659,65243057,62369477
2022-02-22,55253576,29390554,74519714,18428811,29250673,60027306,58997789,56110196
2022-02-23,70030361,77903839,56133161,41458172,57919769,52704388,54437789,57807725
2022-02-24,56422223,22595853,21638784,24455984,15671367,39885723,54940091,44292026
2022-02-25,69121976,48223032,40171259,75873848,20846945,46292640,16235369,30187009
2022-02-28,28099507,39428177,31916781,51068046,42307834,50767178,70544233,70612197
2022-03-01,27285500,15906395,34720121,36623329,67342801,79551466,47604895,65226848
2022-03-02,61801033,79750075,62057611,67874821,52052346,28606341,41479382,36900866
2022-03-03,42428913,31188828,51982693,68476368,70395482,40674390,58682306,72473635
2022-03-04,53844162,27216847,38100170,18791343,60633295,47109863,40113728,50784738
2022-03-07,60405132,64294690,23190219,33399728,49010617,17775614,75395330,38717838
2022-03-08,69769258,61473774,53636713,65184696,45290697,16833601,60978340,77837292
2022-03-09,51793968,60367034,53308849,15450067,73569063,70688958,20343046,17254485
2022-03-10,48007453,61800058,66659302,37969288,58032907,68865302,76640834,31470506
2022-03-11,30341821,67276254,17627014,74075898,49641813,59989653,67127459,43321347
2022-03-14,50880565,23288515,39772234,53564932,16147407,51057672,33904752,53056189
2022-03-15,46979500,36582244,37713635,21061782,67578315,57517422,44667650,43016900
2022-03-16,58682501,25696208,72542195,60869216,31786506,79692381,16418038,71643284
2022-03-17,25538832,49524710,25528542,38238245,31122067,43956943,44785987,48486648
2022-03-18,48251322,23884527,55867616,39174455,54143090,19847418,30090206,68785855
2022-03-21,22948140,43447661,49002060,47568013,75574336,61025965,43350529,77745303
2022-03-22,20720626,37048729,53857873,37154384,40995546,30516974,73706637,49051934
2022-03-23,28654772,20005231,59510632,39794680,52833922,32530739,78986788,58775399
2022-03-24,54776146,51502566,76739321,28725266,16850123,75861085,39835903,42689460
2022-03-25,54929257,25698216,44225143,38198688,33355229,69454892,64293342,71296439
2022-03-28,53560290,16347203,57407575,50251584,76645832,77794248,29238580,28871389
2022-03-29,48422637,71998429,29123720,29848268,38348532,22875904,46649982,30884201
2022-03-30,44168537,23855197,17648191,66490797,27418492,55110138,31813633,68143558
2022-03-31,72360370,25781973,16348894,65452378,29169397,51058469,27710302,68075440
2022-04-01,23221252,49741450,54706422,35858309,39517284,34387071,76257518,34238779
2022-04-04,74307356,58635777,40222396,58055802,24173696,58016839,76397738,75478662
2022-04-05,51970303,36874795,46256552,46962629,72522601,59494074,42588373,45748250
2022-04-06,76101988,55966411,18550985,16839968,33786096,39939386,66560137,36082071
2022-04-07,67209619,17267357,67845243,35990301,63158467,22794833,36286387,63073362
2022-04-08,39774704,16799971,39938881,47743533,50419839,51072282,71774493,35003752
2022-04-11,72146260,24532945,42299045,63492002,72791054,43109777,72595616,62831031
2022-04-12,36740617,58367513,49291982,26565462,31660146,51341087,77557778,79388513
2022-04-13,76069572,64152692,70338754,66618441,70879770,64020473,45061613,15120469
2022-04-14,27429667,48059070,50353386,44775922,25269127,24592496,22552088,16771571
2022-04-15,51421189,29517702,58903390,73187154,28946875,73992415,18483321,77200050
2022-04-18,41502745,43416252,57725573,67272690,51028859,26354356,59769654,53081754
2022-04-19,25636547,79299264,32706306,29960091,24961174,27514863,38822012,62041029
2022-04-20,27743293,60525374,68134391,17651222,20009486,50703084,32906933,50974089
2022-04-21,54467750,15573881,23776510,24755715,18368410,20044661,35447789,72745516
2022-04-22,72072934,29493529,71497354,52372499,15934814,70927651,41060032,45600542
2022-04-25,66909617,24407062,33677518,47277458,78756390,56777251,73109279,74921304
2022-04-26,28487010,71628313,71178284,23649769,19932206,60824724,20642136,29442561
2022-04-27,79320128,37671084,49239091,71689370,47449991,19418349,27629564,32484809
2022-04-28,77655255,30079813,39207963,44884472,65056157,59745183,33842728,72217225
2022-04-29,61206264,29242373,39188041,47799457,40472313,41159518,61253392,51951833
2022-05-02,45190179,56163819,23828325,22735491,30297782,16767588,69586893,78327108
2022-05-03,59690216,53807239,74432750,62634167,21406377,61319503,53622508,60064405
2022-05-04,26416757,35655767,21927416,37152869,44976145,23599469,41551372,35305987
2022-05-05,42804333,78556181,53939633,52411901,22916163,17938493,46855845,41327798
2022-05-06,18651387,18301394,60733958,69183174,51317166,42012397,37181542,21699873
2022-05-09,42270507,17827364,60110158,15335983,35929770,53038477,67775489,32215814
2022-05-10,59470459,18354513,39137617,30809276,68377813,40390200,53121503,60659185
2022-05-11,50266104,25824286,17241105,59020422,25617218,66970135,71141407,66982858
2022-05-12,20905950,63373501,49874739,34244209,56745230,30082712,19587577,79036660
2022-05-13,18212883,75396900,25710632,16115059,59081070,39191548,52610599,59342663
2022-05-16,18028631,60069853,42730519,45429209,55046629,64799981,30671607,61121947
2022-05-17,29218200,16613560,45253569,57342809,72648288,29614706,47861829,69676603
2022-05-18,29987811,34070889,36452647,34432181,62355341,15878269,67156120,76363179
2022-05-19,72563860,68807136,46938643,72883154,69233007,48603746,67755522,33683104
2022-05-20,42736989,51575177,65330593,37116104,31668096,28601360,37915025,52757683
2022-05-23,21423959,69975716,38831594,41258748,39632436,37586349,29830257,56035069
2022-05-24,58721579,35080139,20119641,19920851,75383472,62021225,66115766,77568920
2022-05-25,72315945,70975541,54308102,36240937,15988807,75508460,63860965,52003220
2022-05-26,19024733,51750173,49650021,18472108,62620657,26864437,46000810,46897419
2022-05-27,36636437,42664538,28224541,19925233,47117541,29068419,29899842,58964282
2022-05-30,65275547,73936742,57857257,73854863,26315081,60273290,39620143,32251161
2022-05-31,58357062,74147144,60807748,77802165,20781801,56087438,18003780,17746908
2022-06-01,69132898,77276853,79109962,25175568,68015332,46747741,70838103,26994469
2022-06-02,57895286,49390420,70157824,79070293,63101529,49984343,43765237,61388706
2022-06-03,15019675,70436107,57021153,20768076,58928283,65660545,44815585,36240676
2022-06-06,40239821,23103670,33699008,54049611,63424587,17394538,45322926,41229613
2022-06-07,41133385,49104860,64318354,51901385,45288339,43443553,36595887,75713899
2022-06-08,42164495,78177888,27750721,16156928,69220848,32145622,40945382,30874924
2022-06-09,65818447,33866922,71085716,35018911,28977229,26788604,44577327,35018604
2022-06-10,55365237,45836413,66870867,71974237,57643501,26371998,64687639,68275420
2022-06-13,45115806,48467508,78200828,31288007,49254498,17458020,66019491,44930992
2022-06-14,67569705,25117390,27390870,48767060,74452700,50140876,16341915,26807191
2022-06-15,19464344,19305665,53144148,46441685,35986635,71606176,31496943,59004922
2022-06-16,62612108,29309043,44159511,27694801,53872691,18774150,19973872,68726862
2022-06-17,25797637,51443622,59432707,44341377,54030865,20076703,57701089,33332485
2022-06-20,27310059,40562996,31646014,61399407,65895915,72430278,44513935,66103583
2022-06-21,15566088,45425259,61233995,27894379,51347585,42280809,30219555,45559969
2022-06-22,28727532,48030069,58238165,47420104,30273729,35543653,70840646,60067939
2022-06-23,55113379,24003281,31862611,76827010,18922874,51247219,67664081,20441619
2022-06-24,25151607,39529154,63770129,38420725,38599376,66454379,42251269,45017912
2022-06-27,15658003,22660678,64145472,43357657,38996809,43139199,69890865,21860088
2022-06-28,59343121,65587306,37840605,22763412,63625425,19940172,79572646,72865844
2022-06-29,15805113,41656465,73064253,52881693,27555029,63641239,15957217,54277887
2022-06-30,79930666,50284715,23061792,60015515,19850258,39568603,55348466,18991755
2022-07-01,76183416,24142693,39653591,46458329,40573433,57057567,35703080,24885026
2022-07-04,24322004,71726948,61503181,19771873,19622900,71852586,33123006,34145712
2022-07-05,20028035,79054457,74854115,39422663,40866240,17822097,21058435,57648869
2022-07-06,26551409,36807008,66424708,43378249,69483159,78479905,31373901,58670007
2022-07-07,35811680,46127915,59641994,61596911,18538236,63433007,23289348,24571472
2022-07-08,41769370,21389690,18235863,16085110,71458467,34389921,17519128,72586202
2022-07-11,30433222,55320606,25783675,24530218,33859480,77377458,40695078,44463102
2022-07-12,50646533,49306425,43817246,55952561,36614051,72978085,76584519,19613898
2022-07-13,54549566,30678986,52937462,64992245,76739773,15726272,55750734,25586687
2022-07-14,25347918,74445827,79402892,25772941,38696030,39510506,16394682,55795126
2022-07-15,41621905,66159930,73934479,69955175,66940638,37567153,49158418,36312550
2022-07-18,73835615,57414801,52723927,71047222,17701822,37480425,62595194,54467122
2022-07-19,47382711,77155971,47353996,63786062,68700161,67637790,38634442,21686145
2022-07-20,21208714,55170352,28748887,71238160,62088530,22362481,34114643,69813621
2022-07-21,59106899,30234145,79854453,75279540,34416884,74666619,57994614,18567516
2022-07-22,27834263,27491356,51167193,32751903,73165195,48694080,76988643,30508524
2022-07-25,72093774,39090583,67327105,56255781,78462857,23827698,64344337,78606999
2022-07-26,45647215,48552405,66344719,49379158,66118174,66850639,47572301,79677463
2022-07-27,79198854,79636353,62366565,20840445,41714604,60387257,15897465,76393743
2022-07-28,27124052,72691307,78612653,76797421,26614972,64400998,57979365,71915358
2022-07-29,38119273,72995646,18275072,73724950,47689149,44081358,73885976,23508394
2022-08-01,68873131,42740293,77008816,27547682,43410005,73659964,57807505,53365448
2022-08-02,42758455,70797161,25074698,17679590,54207958,53135456,47328192,37153114
2022-08-03,58627391,28552664,36595058,43903310,31681715,70543894,33488679,58406775
2022-08-04,79641165,48872374,23676514,53294580,22394518,15855860,70416384,60867624
2022-08-05,66844408,35671672,68659434,79158679,73548622,53496744,41872832,77930300
2022-08-08,58405476,77565460,20932572,54764671,76307289,19198625,65736882,19679501
2022-08-09,68889337,48891894,43482724,47030654,17078850,53540944,48059796,30843628
2022-08-10,61389268,70940858,74904848,24062875,30397718,18123544,59044668,70649240
2022-08-11,43046417,35705423,17145977,26258447,59300435,55124151,26512635,16930410
2022-08-12,33640452,44710174,59054069,33814991,62731068,18831657,68048856,29069355
2022-08-15,73195074,57364813,72046310,41393959,76152364,39637957,28790042,19755861
2022-08-16,42512406,50985062,17226217,63132582,49931239,21421534,69235529,18616098
2022-08-17,60516505,63702875,49187163,67318021,43556408,51345540,21485041,76563040
2022-08-18,30851428,53117599,57304796,29594753,22741734,32092327,52966219,23689434
2022-08-19,27155863,22463131,67546474,60069813,79701559,76505831,49357083,41859047
2022-08-22,58542832,76550770,35038018,36595276,26583943,63202141,28924080,74924505
2022-08-23,61417810,17795126,58964403,51471403,41617361,52640004,19667423,68248082
2022-08-24,65782578,56169328,23905865,78872814,43680360,35785099,26952672,43352684
2022-08-25,28981528,54117064,53145210,37612986,79172741,28817990,66124935,55289254
2022-08-26,55956756,38176121,41466281,44250312,42805594,73832876,66829993,35059820
2022-08-29,78467903,70677356,77946189,74744702,64141731,39517132,67890649,44612825
2022-08-30,76122443,45535317,53703819,64776929,31424078,22348227,16224233,17706501
2022-08-31,39723448,69598047,37174126,17613456,67090916,28582513,73674609,26841541
2022-09-01,62847868,68059012,24869865,22214554,34371705,26264745,42919420,37965019
2022-09-02,35275624,60566678,42217757,77392732,33797828,43938498,68576232,32194178
2022-09-05,42531424,42883716,26287967,19266660,33602214,41272395,19347320,57283532
2022-09-06,60620401,73807849,79432927,71415658,27804349,40295936,30631489,31738366
2022-09-07,20403252,24079860,73159529,21551381,79268616,33568986,64344354,43544012
2022-09-08,43204739,48399263,42952543,31616818,40698182,71661354,70661921,79948221
2022-09-09,65422654,54136698,18561497,60629247,21817064,15782129,15706757,50283704
2022-09-12,19151785,49456905,39096114,49163351,49429907,57876620,43965662,28222092
2022-09-13,61021624,65457850,79934272,42508678,15301065,78978512,78456918,70096192
2022-09-14,44489478,59117798,65593847,27615087,59046781,73428615,23050379,67262652
2022-09-15,66020373,76989753,17870524,47785675,58973529,41925599,17867893,77044199
2022-09-16,76623286,23507150,66468921,72059478,59919619,56745619,67485490,37500516
2022-09-19,74509024,16417158,47145513,74553486,39657125,55413618,24133979,62574046
2022-09-20,48354320,33613148,72773185,31585982,59076567,33355472,74305678,42952656
2022-09-21,65538135,68004410,47848720,64675616,59083277,56402657,55368274,64127048
2022-09-22,38166524,45566254,52421725,20924216,36556648,33342690,44185739,79090988
2022-09-23,52192252,25032514,54661943,25155660,30378624,62868386,64652209,59400447
2022-09-26,18284321,69048082,62342310,57283862,56517456,68950437,63687151,51143928
